Ticker,Date,Closing Price,Price + All Divs Received (No DRIP)
MARO,2025-03-12,24.27,30.423
MARO,2025-03-13,22.42,28.573
MARO,2025-03-14,24.2,30.353
MARO,2025-03-17,23.94,30.093
MARO,2025-03-18,22.59,28.743
MARO,2025-03-19,23.48,29.633
MARO,2025-03-20,23.43,29.583
MARO,2025-03-21,23.06,29.213
MARO,2025-03-24,25.93,32.083
MARO,2025-03-25,25.57,31.723
MARO,2025-03-26,25.08,31.233
MARO,2025-03-27,23.39,31.021
MARO,2025-03-28,21.37,29.001
MARO,2025-03-31,19.99,27.621
MARO,2025-04-01,20.47,28.101
MARO,2025-04-02,21.44,29.071
MARO,2025-04-03,19.5,27.131
MARO,2025-04-04,19.17,26.801
MARO,2025-04-07,19.59,27.221
MARO,2025-04-08,18.52,26.151
MARO,2025-04-09,20.88,28.511
MARO,2025-04-10,20.49,28.121
MARO,2025-04-11,21.56,29.191
MARO,2025-04-14,22.22,29.851
MARO,2025-04-15,21.9,29.531
MARO,2025-04-16,21.65,29.281
MARO,2025-04-17,22.07,29.701
MARO,2025-04-21,21.62,29.251
MARO,2025-04-22,23.91,31.541
MARO,2025-04-23,24.13,31.761
MARO,2025-04-24,22.15,31.628
MARO,2025-04-25,22.72,32.198
MARO,2025-04-28,22.39,31.868
MARO,2025-04-29,22.7,32.178
MARO,2025-04-30,21.51,30.988
MARO,2025-05-01,22.49,31.968
MARO,2025-05-02,23.27,32.748
MARO,2025-05-05,21.25,30.728
MARO,2025-05-06,21.43,30.908
MARO,2025-05-07,21.73,31.208
MARO,2025-05-08,22.86,32.338
MARO,2025-05-09,24.3,33.778
MARO,2025-05-12,24.79,34.268
MARO,2025-05-13,25.2,34.678
MARO,2025-05-14,24.74,34.218
MARO,2025-05-15,24.55,34.028
MARO,2025-05-16,25.5,34.978
MARO,2025-05-19,25.71,35.188
MARO,2025-05-20,25.61,35.088
MARO,2025-05-21,25.2,34.678
MARO,2025-05-22,22.92,34.371
MARO,2025-05-23,21.69,33.141
MARO,2025-05-27,23.03,34.481
MARO,2025-05-28,22.01,33.461
MARO,2025-05-29,21.75,33.201
MARO,2025-05-30,21.23,32.681
MARO,2025-06-02,21.64,33.091
MARO,2025-06-03,22.65,34.101
MARO,2025-06-04,23.03,34.481
MARO,2025-06-05,22.27,33.721
MARO,2025-06-06,23.02,34.471
MARO,2025-06-09,23.61,35.061
MARO,2025-06-10,23.78,35.231
MARO,2025-06-11,23.79,35.241
MARO,2025-06-12,23.31,34.761
MARO,2025-06-13,22.2,33.651
MARO,2025-06-16,22.43,33.881
MARO,2025-06-17,22.16,33.611
MARO,2025-06-18,21.72,33.171
MARO,2025-06-20,20.14,32.798
MARO,2025-06-23,20.17,32.828
MARO,2025-06-24,20.99,33.648
MARO,2025-06-25,20.86,33.518
MARO,2025-06-26,21.49,34.148
MARO,2025-06-27,21.25,33.908
MARO,2025-06-30,21.9,34.558
MARO,2025-07-01,21.75,34.408
MARO,2025-07-02,23.69,36.348
MARO,2025-07-03,23.67,36.328
MARO,2025-07-07,22.65,35.308
MARO,2025-07-08,23.6,36.258
MARO,2025-07-09,24.75,37.408
MARO,2025-07-10,25.13,37.788
MARO,2025-07-11,25.09,37.748
MARO,2025-07-14,25.22,37.878
MARO,2025-07-15,24.78,37.438
MARO,2025-07-16,25.58,38.238
MARO,2025-07-17,23.54,38.57
MARO,2025-07-18,23.2,38.23
MARO,2025-07-21,22.36,37.39
MARO,2025-07-22,23.64,38.67
MARO,2025-07-23,21.11,36.14
MARO,2025-07-24,20.77,35.8
MARO,2025-07-25,20.72,35.75
MARO,2025-07-28,20.7,35.73
MARO,2025-07-29,20.29,35.32
MARO,2025-07-30,20.19,35.22
MARO,2025-07-31,19.63,34.66
MARO,2025-08-01,19.02,34.05
MARO,2025-08-04,19.71,34.74
MARO,2025-08-05,19.22,34.25
MARO,2025-08-06,19.52,34.55
MARO,2025-08-07,19.53,34.56
MARO,2025-08-08,19.09,34.12
MARO,2025-08-11,19.41,34.44
MARO,2025-08-12,19.52,34.55
MARO,2025-08-13,19.65,34.68
MARO,2025-08-14,18.29,34.324
MARO,2025-08-15,18.4,34.434
MARO,2025-08-18,18.88,34.914
MARO,2025-08-19,18.04,34.074
MARO,2025-08-20,18.1,34.134
MARO,2025-08-21,18.32,34.354
MARO,2025-08-22,18.78,34.814
MARO,2025-08-28,18.79,34.824
MARO,2025-08-29,18.87,34.904
MARO,2025-09-02,18.98,35.014
MARO,2025-09-03,18.91,34.944
MARO,2025-09-04,18.1,34.134
MARO,2025-09-05,18,34.034
MARO,2025-09-08,18.25,34.284
MARO,2025-09-09,18.88,34.914
MARO,2025-09-10,18.86,34.894
MARO,2025-09-11,17.69,34.662
MARO,2025-09-12,18.2,35.172
MARO,2025-09-15,18.05,35.022
MARO,2025-09-16,19.09,36.062
MARO,2025-09-17,18.99,35.962
MARO,2025-09-18,19.69,36.662
MARO,2025-09-19,19.44,36.412
MARO,2025-09-22,19.5,36.472
MARO,2025-09-23,19.01,35.982
MARO,2025-09-24,18.88,35.852
MARO,2025-09-25,17.37,34.342
MARO,2025-09-26,17.37,34.342
MARO,2025-09-29,19.04,36.012
MARO,2025-09-30,18.86,35.832
MARO,2025-10-01,19.11,36.082
MARO,2025-10-02,19.15,36.122
MARO,2025-10-03,19.05,36.022
MARO,2025-10-06,20.46,37.432
MARO,2025-10-07,20.35,37.322
MARO,2025-10-08,20.38,37.352
MARO,2025-10-09,18.9,37.449
MARO,2025-10-10,17.52,36.069
MARO,2025-10-13,18.8,37.349
MARO,2025-10-14,19.94,38.489
MARO,2025-10-15,20.04,38.589
MARO,2025-10-16,18.19,37.043
MARO,2025-10-17,17.68,36.533
MARO,2025-10-20,18.53,37.383
MARO,2025-10-21,18.15,37.003
MARO,2025-10-22,17.44,36.293
MARO,2025-10-23,17.2,36.416
MARO,2025-10-24,17.42,36.636
MARO,2025-10-27,17.47,36.686
MARO,2025-10-28,17.04,36.256
MARO,2025-10-29,17.09,36.306
MARO,2025-10-30,15.92,35.474
MARO,2025-10-31,16.27,35.824
MARO,2025-11-03,15.84,35.394
MARO,2025-11-04,15.02,34.574
MARO,2025-11-05,15.41,34.964
MARO,2025-11-06,14.16,34.009
MARO,2025-11-07,14.1,33.949
MARO,2025-11-10,13.92,33.769
MARO,2025-11-11,13.22,33.069
MARO,2025-11-12,12.98,32.829
MARO,2025-11-13,11.53,31.646
MARO,2025-11-14,10.89,31.006
MARO,2025-11-17,10.33,30.446
MARO,2025-11-18,10.63,30.746
MARO,2025-11-19,9.99,30.106
MARO,2025-11-20,9.12,29.453
MARO,2025-11-21,8.94,29.273
MARO,2025-11-24,9.85,30.183
MARO,2025-11-25,9.88,30.213
MARO,2025-11-26,9.82,30.153
MARO,2025-11-28,10.08,30.603
MARO,2025-12-01,9.86,30.383
MARO,2025-12-02,10.09,30.613
MARO,2025-12-03,10.4,30.923
MARO,2025-12-04,10.1,30.867
MARO,2025-12-05,9.74,30.507
MARO,2025-12-08,9.87,30.637
MARO,2025-12-09,10.09,30.857
MARO,2025-12-10,9.88,30.647
MARO,2025-12-11,9.69,30.621
MARO,2025-12-12,9.44,30.371
MARO,2025-12-15,8.9,29.831
MARO,2025-12-16,8.96,29.891
MARO,2025-12-17,8.29,29.221
MARO,2025-12-18,8.06,29.049
MARO,2025-12-19,8.42,29.409
MARO,2025-12-22,8.45,29.439
MARO,2025-12-23,8.29,29.279
MARO,2025-12-24,8.28,29.269
MARO,2025-12-26,7.95,29.083
MARO,2025-12-29,7.92,29.053
MARO,2025-12-30,7.81,28.943
MARO,2025-12-31,7.61,28.8715
MARO,2026-01-02,7.97,29.3605
MARO,2026-01-05,8.29,29.6805
MARO,2026-01-06,8.15,29.5405
MARO,2026-01-07,8.1,29.6223
SMCC,2025-08-20,19.49,19.49
SMCC,2025-08-21,19.21,19.21
SMCC,2025-08-22,20.57,20.57
SMCC,2025-08-25,20.79,20.79
SMCC,2025-08-26,21,21
SMCC,2025-08-27,21.3,21.3
SMCC,2025-08-28,20.78,20.78
SMCC,2025-08-29,18.51,18.51
SMCC,2025-09-02,17.88,17.88
SMCC,2025-09-03,17.15,17.377
SMCC,2025-09-04,17.6,17.827
SMCC,2025-09-05,17.4,17.627
SMCC,2025-09-08,17.12,17.347
SMCC,2025-09-09,19.23,19.457
SMCC,2025-09-10,19.83,20.261
SMCC,2025-09-11,19.98,20.411
SMCC,2025-09-12,20.81,21.241
SMCC,2025-09-15,21.13,21.561
SMCC,2025-09-16,20.76,21.191
SMCC,2025-09-17,20.46,21.159
SMCC,2025-09-18,21.41,22.109
SMCC,2025-09-19,21.47,22.169
SMCC,2025-09-22,22.14,22.839
SMCC,2025-09-23,22.27,22.969
SMCC,2025-09-24,21.53,22.569
SMCC,2025-09-25,21.57,22.609
SMCC,2025-09-26,21.41,22.449
SMCC,2025-09-29,21.54,22.579
SMCC,2025-09-30,22.6,23.639
SMCC,2025-10-01,25.77,27.14
SMCC,2025-10-02,25.56,26.93
SMCC,2025-10-03,25.25,26.62
SMCC,2025-10-06,27.18,28.55
SMCC,2025-10-07,27.51,28.88
SMCC,2025-10-08,29.68,31.573
SMCC,2025-10-09,29.27,31.163
SMCC,2025-10-10,24.39,26.283
SMCC,2025-10-13,26.02,27.913
SMCC,2025-10-14,24.57,26.463
SMCC,2025-10-15,24.82,27.084
SMCC,2025-10-16,24.83,27.094
SMCC,2025-10-17,23.73,25.994
SMCC,2025-10-20,25.88,28.144
SMCC,2025-10-21,25.79,28.054
SMCC,2025-10-22,23.56,26.262
SMCC,2025-10-23,20.05,22.752
SMCC,2025-10-24,20.56,23.262
SMCC,2025-10-27,22.48,25.182
SMCC,2025-10-28,23.1,25.802
SMCC,2025-10-29,22.8,26.045
SMCC,2025-10-30,21.09,24.335
SMCC,2025-10-31,22.44,25.685
SMCC,2025-11-03,21.47,24.715
SMCC,2025-11-04,19.39,22.635
SMCC,2025-11-05,14.45,18.211
SMCC,2025-11-06,13.43,17.191
SMCC,2025-11-07,13.12,16.881
SMCC,2025-11-10,13.24,17.001
SMCC,2025-11-11,12.37,16.131
SMCC,2025-11-12,11.56,15.536
SMCC,2025-11-13,9.9,13.876
SMCC,2025-11-14,10.64,14.616
SMCC,2025-11-17,9.43,13.406
SMCC,2025-11-18,10.02,13.996
SMCC,2025-11-19,9.07,13.209
SMCC,2025-11-20,8.36,12.499
SMCC,2025-11-21,8.22,12.359
SMCC,2025-11-24,8.67,12.809
SMCC,2025-11-25,8.32,12.459
SMCC,2025-11-26,8.35,12.644
SMCC,2025-11-28,8.59,12.884
SMCC,2025-12-01,8.53,12.824
SMCC,2025-12-02,8.33,12.624
SMCC,2025-12-03,8.49,12.927
SMCC,2025-12-04,8.71,13.147
SMCC,2025-12-05,8.81,13.247
SMCC,2025-12-08,9.12,13.557
SMCC,2025-12-09,8.98,13.417
SMCC,2025-12-10,8.82,13.395
SMCC,2025-12-11,8.53,13.105
SMCC,2025-12-12,7.68,12.255
SMCC,2025-12-15,7.28,11.855
SMCC,2025-12-16,7.42,11.995
SMCC,2025-12-17,6.53,11.215
SMCC,2025-12-18,6.29,10.975
SMCC,2025-12-19,7.02,11.705
SMCC,2025-12-22,6.97,11.655
SMCC,2025-12-23,6.87,11.555
SMCC,2025-12-24,6.69,11.479
SMCC,2025-12-26,6.76,11.549
SMCC,2025-12-29,6.53,11.319
SMCC,2025-12-30,6.4,11.189
SMCC,2025-12-31,6.16,11.1247
SMCC,2026-01-02,6.75,11.7147
SMCC,2026-01-05,6.4,11.3647
SMCC,2026-01-06,6.58,11.6389
SMCC,2026-01-07,6.31,11.3689
CRCO,2025-09-30,49.21,49.21
CRCO,2025-10-01,48.09,48.09
CRCO,2025-10-02,53.99,53.99
CRCO,2025-10-03,52.9,52.9
CRCO,2025-10-06,53.74,53.74
CRCO,2025-10-07,54.22,54.22
CRCO,2025-10-08,54.59,54.59
CRCO,2025-10-09,55.19,55.19
CRCO,2025-10-10,49.17,49.17
CRCO,2025-10-13,49.89,49.89
CRCO,2025-10-14,49.27,49.27
CRCO,2025-10-15,50.11,50.11
CRCO,2025-10-16,45.54,48.02
CRCO,2025-10-17,44.79,47.27
CRCO,2025-10-20,46.86,49.34
CRCO,2025-10-21,46.17,48.65
CRCO,2025-10-22,44.32,46.8
CRCO,2025-10-23,44.82,48.191
CRCO,2025-10-24,47.43,50.801
CRCO,2025-10-27,47.93,51.301
CRCO,2025-10-28,46.44,49.811
CRCO,2025-10-29,44.97,48.341
CRCO,2025-10-30,40.91,45.359
CRCO,2025-10-31,42.33,46.779
CRCO,2025-11-03,40.13,44.579
CRCO,2025-11-04,37.94,42.389
CRCO,2025-11-05,38.6,43.049
CRCO,2025-11-06,34.01,39.274
CRCO,2025-11-07,34.85,40.114
CRCO,2025-11-10,35.32,40.584
CRCO,2025-11-11,33.52,38.784
CRCO,2025-11-12,30.01,35.274
CRCO,2025-11-13,29.3,35.214
CRCO,2025-11-14,28.05,33.964
CRCO,2025-11-17,26.57,32.484
CRCO,2025-11-18,26.37,32.284
CRCO,2025-11-19,24.03,29.944
CRCO,2025-11-20,22.52,28.946
CRCO,2025-11-21,24.07,30.496
CRCO,2025-11-24,24.35,30.776
CRCO,2025-11-25,23.66,30.086
CRCO,2025-11-26,24.5,30.926
CRCO,2025-11-28,25.43,32.315
CRCO,2025-12-01,24.76,31.645
CRCO,2025-12-02,25.16,32.045
CRCO,2025-12-03,27.1,33.985
CRCO,2025-12-04,26.79,34.283
CRCO,2025-12-05,26.42,33.913
CRCO,2025-12-08,25.92,33.413
CRCO,2025-12-09,27.26,34.753
CRCO,2025-12-10,27.27,34.763
CRCO,2025-12-11,27.01,34.964
CRCO,2025-12-12,25.55,33.504
CRCO,2025-12-15,23.19,31.144
CRCO,2025-12-16,25.78,33.734
CRCO,2025-12-17,24.52,32.474
CRCO,2025-12-18,24.81,32.989
CRCO,2025-12-19,26.12,34.299
CRCO,2025-12-22,26.28,34.459
CRCO,2025-12-23,25.63,33.809
CRCO,2025-12-24,25.37,34.0432
CRCO,2025-12-26,24.69,33.8572
CRCO,2025-12-29,24.64,33.8072
CRCO,2025-12-30,24.34,33.5072
CRCO,2025-12-31,24.23,33.3972
CRCO,2026-01-02,24.97,34.5382
CRCO,2026-01-05,25.25,34.8182
CRCO,2026-01-06,25.23,34.7982
CRCO,2026-01-07,24.45,34.3884
MSTW,2025-07-24,50.43,50.43
MSTW,2025-07-25,49.11,49.11
MSTW,2025-07-28,48.82,48.82
MSTW,2025-07-29,47.53,47.53
MSTW,2025-07-30,47.52,47.52
MSTW,2025-07-31,48.61,48.61
MSTW,2025-08-01,43.44,43.44
MSTW,2025-08-04,45.71,45.71
MSTW,2025-08-05,43.69,43.69
MSTW,2025-08-06,44.89,44.89
MSTW,2025-08-07,47.44,47.44
MSTW,2025-08-08,46.57,46.57
MSTW,2025-08-11,46.23,47.016
MSTW,2025-08-12,45.57,46.356
MSTW,2025-08-13,44.93,45.716
MSTW,2025-08-14,42.55,43.336
MSTW,2025-08-15,41.62,42.406
MSTW,2025-08-18,39.98,42.16
MSTW,2025-08-19,36.33,38.51
MSTW,2025-08-20,37.45,39.63
MSTW,2025-08-21,36.43,38.61
MSTW,2025-08-22,39.09,41.27
MSTW,2025-08-25,36.78,39.367
MSTW,2025-08-26,37.83,40.417
MSTW,2025-08-27,36.6,39.187
MSTW,2025-08-28,36.17,38.757
MSTW,2025-08-29,35.55,38.137
MSTW,2025-09-02,35.97,39.015
MSTW,2025-09-03,34.53,37.575
MSTW,2025-09-04,34.24,37.285
MSTW,2025-09-05,35.35,38.395
MSTW,2025-09-08,34.11,37.511
MSTW,2025-09-09,33.94,37.341
MSTW,2025-09-10,33.68,37.081
MSTW,2025-09-11,33.69,37.091
MSTW,2025-09-12,34.41,37.811
MSTW,2025-09-15,33.42,37.332
MSTW,2025-09-16,34.26,38.172
MSTW,2025-09-17,33.61,37.522
MSTW,2025-09-18,35.93,39.842
MSTW,2025-09-19,35.5,39.412
MSTW,2025-09-22,33.52,38.28
MSTW,2025-09-23,32.54,37.3
MSTW,2025-09-24,32,36.76
MSTW,2025-09-25,29.32,34.08
MSTW,2025-09-26,30.34,35.1
MSTW,2025-09-29,31.43,36.984
MSTW,2025-09-30,30.98,36.534
MSTW,2025-10-01,32.83,38.384
MSTW,2025-10-02,34.41,39.964
MSTW,2025-10-03,34.32,39.874
MSTW,2025-10-06,34.79,40.782
MSTW,2025-10-07,31.5,37.492
MSTW,2025-10-08,31.4,37.392
MSTW,2025-10-09,30.28,36.272
MSTW,2025-10-10,28.67,34.662
MSTW,2025-10-13,29.61,35.602
MSTW,2025-10-14,27.15,33.979
MSTW,2025-10-15,26.73,33.559
MSTW,2025-10-16,25.3,32.129
MSTW,2025-10-17,25.95,32.779
MSTW,2025-10-20,26.2,33.418
MSTW,2025-10-21,26.82,34.038
MSTW,2025-10-22,24.57,31.788
MSTW,2025-10-23,25,32.218
MSTW,2025-10-24,25.43,32.648
MSTW,2025-10-27,25.71,33.287
MSTW,2025-10-28,24.55,32.127
MSTW,2025-10-29,23.68,31.257
MSTW,2025-10-30,21.44,29.017
MSTW,2025-10-31,23.09,30.667
MSTW,2025-11-03,22.16,30.112
MSTW,2025-11-04,20.34,28.292
MSTW,2025-11-05,21.16,29.112
MSTW,2025-11-06,19.31,27.262
MSTW,2025-11-07,19.8,27.752
MSTW,2025-11-10,19.24,27.469
MSTW,2025-11-11,18.52,26.749
MSTW,2025-11-12,17.87,26.099
MSTW,2025-11-13,16.28,24.509
MSTW,2025-11-14,15.43,23.659
MSTW,2025-11-17,14.78,23.241
MSTW,2025-11-18,15.89,24.351
MSTW,2025-11-19,13.97,22.431
MSTW,2025-11-20,13.16,21.621
MSTW,2025-11-21,12.55,21.011
MSTW,2025-11-24,13.07,21.678
MSTW,2025-11-25,12.49,21.098
MSTW,2025-11-26,12.83,21.438
MSTW,2025-11-28,12.94,21.548
MSTW,2025-12-01,12.33,21.1
MSTW,2025-12-02,13.18,21.95
MSTW,2025-12-03,13.75,22.52
MSTW,2025-12-04,13.55,22.32
MSTW,2025-12-05,12.94,21.71
MSTW,2025-12-08,13.04,22.059
MSTW,2025-12-09,13.49,22.509
MSTW,2025-12-10,13.17,22.189
MSTW,2025-12-11,13.04,22.059
MSTW,2025-12-12,12.43,21.449
MSTW,2025-12-15,10.99,20.251
MSTW,2025-12-16,11.45,20.711
MSTW,2025-12-17,10.87,20.131
MSTW,2025-12-18,10.68,19.941
MSTW,2025-12-19,11.26,20.521
MSTW,2025-12-22,10.96,20.432
MSTW,2025-12-23,10.44,19.912
MSTW,2025-12-24,10.49,19.962
MSTW,2025-12-26,10.53,20.002
MSTW,2025-12-29,10.11,19.745
MSTW,2025-12-30,10.09,19.725
MSTW,2025-12-31,9.81,19.445
MSTW,2026-01-02,10.2,19.995759
MSTW,2026-01-05,10.63,20.425759
MSTW,2026-01-06,10.12,19.915759
MSTW,2026-01-07,10.4,20.195759
HIMY,2025-08-19,17.54,17.54
HIMY,2025-08-20,18.59,18.59
HIMY,2025-08-21,18.89,18.89
HIMY,2025-08-22,19.48,19.48
HIMY,2025-08-28,19.32,19.32
HIMY,2025-08-29,17.72,17.72
HIMY,2025-09-02,17.18,17.18
HIMY,2025-09-03,18.81,19.071
HIMY,2025-09-04,21.22,21.481
HIMY,2025-09-05,21.5,21.761
HIMY,2025-09-08,22.5,22.761
HIMY,2025-09-09,20.95,21.211
HIMY,2025-09-10,20.75,21.343
HIMY,2025-09-11,23.56,24.153
HIMY,2025-09-12,25.88,26.473
HIMY,2025-09-15,24.62,25.213
HIMY,2025-09-16,21.89,22.483
HIMY,2025-09-17,21.17,22.115
HIMY,2025-09-18,25.37,26.315
HIMY,2025-09-19,26.39,27.335
HIMY,2025-09-22,26.43,27.375
HIMY,2025-09-23,24.93,25.875
HIMY,2025-09-24,22.25,23.7
HIMY,2025-09-25,23.63,25.08
HIMY,2025-09-26,26.25,27.7
HIMY,2025-09-29,26.7,28.15
HIMY,2025-09-30,24.91,26.36
HIMY,2025-10-01,24.07,26.033
HIMY,2025-10-02,25.04,27.003
HIMY,2025-10-03,20.83,22.793
HIMY,2025-10-06,22.2,24.163
HIMY,2025-10-07,24.38,26.343
HIMY,2025-10-08,24.19,26.581
HIMY,2025-10-09,24.34,26.731
HIMY,2025-10-10,21.96,24.351
HIMY,2025-10-13,22.39,24.781
HIMY,2025-10-14,21.87,24.261
HIMY,2025-10-15,26.92,29.773
HIMY,2025-10-16,24.29,27.143
HIMY,2025-10-17,17.64,20.493
HIMY,2025-10-20,18.84,21.693
HIMY,2025-10-21,17.76,20.613
HIMY,2025-10-22,16.11,19.452
HIMY,2025-10-23,16.54,19.882
HIMY,2025-10-24,17.07,20.412
HIMY,2025-10-27,16.82,20.162
HIMY,2025-10-28,16.18,19.522
HIMY,2025-10-29,15.25,18.995
HIMY,2025-10-30,13.72,17.465
HIMY,2025-10-31,14.64,18.385
HIMY,2025-11-03,14.03,17.775
HIMY,2025-11-04,13.2,16.945
HIMY,2025-11-05,13.5,17.582
HIMY,2025-11-06,12.19,16.272
HIMY,2025-11-07,11.98,16.062
HIMY,2025-11-10,11.94,16.022
HIMY,2025-11-11,11.24,15.322
HIMY,2025-11-12,10.54,14.906
HIMY,2025-11-13,9.05,13.416
HIMY,2025-11-14,9.53,13.896
HIMY,2025-11-17,8.85,13.216
HIMY,2025-11-18,9.19,13.556
HIMY,2025-11-19,8.81,13.322
HIMY,2025-11-20,7.85,12.362
HIMY,2025-11-21,8.27,12.782
HIMY,2025-11-24,9.5,14.012
HIMY,2025-11-25,9.21,13.722
HIMY,2025-11-26,9.52,14.188
HIMY,2025-11-28,10.13,14.798
HIMY,2025-12-01,9.12,13.788
HIMY,2025-12-02,8.6,13.268
HIMY,2025-12-03,8.72,13.525
HIMY,2025-12-04,9.97,14.775
HIMY,2025-12-05,9.77,14.575
HIMY,2025-12-08,9.63,14.435
HIMY,2025-12-09,9.93,14.735
HIMY,2025-12-10,9.02,13.99
HIMY,2025-12-11,8.92,13.89
HIMY,2025-12-12,8.67,13.64
HIMY,2025-12-15,8.32,13.29
HIMY,2025-12-16,8.46,13.43
HIMY,2025-12-17,7.72,12.786
HIMY,2025-12-18,7.59,12.656
HIMY,2025-12-19,7.89,12.956
HIMY,2025-12-22,7.69,12.756
HIMY,2025-12-23,7.6,12.666
HIMY,2025-12-24,7.46,12.66
HIMY,2025-12-26,7.36,12.56
HIMY,2025-12-29,7.27,12.47
HIMY,2025-12-30,6.97,12.17
HIMY,2025-12-31,6.5,11.9177
HIMY,2026-01-02,6.88,12.2977
HIMY,2026-01-05,7.31,12.7277
HIMY,2026-01-06,7.54,13.0622
HIMY,2026-01-07,7.49,13.0122
ETHI,2025-09-18,20.64,20.64
ETHI,2025-09-19,19.45,19.45
ETHI,2025-09-22,16.93,16.93
ETHI,2025-09-23,17.02,17.02
ETHI,2025-09-24,17.02,17.02
ETHI,2025-09-26,16.2,16.2
ETHI,2025-09-29,17.15,17.15
ETHI,2025-09-30,16.97,16.97
ETHI,2025-10-01,17.63,17.976
ETHI,2025-10-02,18.88,19.226
ETHI,2025-10-03,19.15,19.496
ETHI,2025-10-06,20.56,20.906
ETHI,2025-10-07,18.68,19.026
ETHI,2025-10-08,18.66,19.342
ETHI,2025-10-09,17.28,17.962
ETHI,2025-10-10,14.63,15.312
ETHI,2025-10-13,16.21,16.892
ETHI,2025-10-14,15.5,16.182
ETHI,2025-10-15,14.59,15.504
ETHI,2025-10-16,13.7,14.614
ETHI,2025-10-17,13.32,14.234
ETHI,2025-10-20,14.23,15.144
ETHI,2025-10-21,14.31,15.224
ETHI,2025-10-22,12.93,14.104
ETHI,2025-10-23,13.43,14.604
ETHI,2025-10-24,13.9,15.074
ETHI,2025-10-27,15.49,16.664
ETHI,2025-10-28,14.55,15.724
ETHI,2025-10-29,13.48,14.952
ETHI,2025-10-30,12.18,13.652
ETHI,2025-10-31,13.36,14.832
ETHI,2025-11-03,11.55,13.022
ETHI,2025-11-04,9.28,10.752
ETHI,2025-11-05,10.16,11.854
ETHI,2025-11-06,9.46,11.154
ETHI,2025-11-07,10.4,12.094
ETHI,2025-11-10,10.78,12.474
ETHI,2025-11-11,10.07,11.764
ETHI,2025-11-12,9.71,11.63
ETHI,2025-11-13,8.45,10.37
ETHI,2025-11-14,8.32,10.24
ETHI,2025-11-17,7.72,9.64
ETHI,2025-11-18,8.31,10.23
ETHI,2025-11-19,7.34,9.408
ETHI,2025-11-20,6.75,8.818
ETHI,2025-11-21,6.34,8.408
ETHI,2025-11-24,7.22,9.288
ETHI,2025-11-25,7.1,9.168
ETHI,2025-11-26,7.23,9.446
ETHI,2025-11-28,7.38,9.596
ETHI,2025-12-01,6.19,8.406
ETHI,2025-12-02,7.1,9.316
ETHI,2025-12-03,7.56,9.894
ETHI,2025-12-04,7.53,9.864
ETHI,2025-12-05,7,9.334
ETHI,2025-12-08,7.41,9.744
ETHI,2025-12-09,8.18,10.514
ETHI,2025-12-10,8.13,10.607
ETHI,2025-12-11,7.58,10.057
ETHI,2025-12-12,6.94,9.417
ETHI,2025-12-15,6.38,8.857
ETHI,2025-12-16,6.45,8.927
ETHI,2025-12-17,5.86,8.393
ETHI,2025-12-18,5.79,8.323
ETHI,2025-12-19,6.3,8.833
ETHI,2025-12-22,6.3,8.833
ETHI,2025-12-23,6.24,8.773
ETHI,2025-12-24,6.04,8.672
ETHI,2025-12-26,6.07,8.702
ETHI,2025-12-29,6.09,8.722
ETHI,2025-12-30,6.16,8.792
ETHI,2025-12-31,6.14,8.9617
ETHI,2026-01-02,6.52,9.3417
ETHI,2026-01-05,6.95,9.7717
ETHI,2026-01-06,6.97,9.8851
ETHI,2026-01-07,6.56,9.4751
WNTR,2025-03-27,50.06,50.06
WNTR,2025-03-28,53.12,53.12
WNTR,2025-03-31,53.1,53.1
WNTR,2025-04-01,50.6,50.6
WNTR,2025-04-02,49.87,49.87
WNTR,2025-04-03,54.26,54.26
WNTR,2025-04-04,53.16,53.16
WNTR,2025-04-07,56.73,56.73
WNTR,2025-04-08,60.49,60.49
WNTR,2025-04-09,53.74,53.74
WNTR,2025-04-10,57.43,57.43
WNTR,2025-04-11,53.16,53.16
WNTR,2025-04-14,51.35,51.35
WNTR,2025-04-15,51.38,51.38
WNTR,2025-04-16,51.31,51.31
WNTR,2025-04-17,50.94,50.94
WNTR,2025-04-21,50.94,50.94
WNTR,2025-04-22,47.12,47.12
WNTR,2025-04-23,46.68,46.68
WNTR,2025-04-24,46.27,46.27
WNTR,2025-04-25,44.18,44.18
WNTR,2025-04-28,44.13,44.13
WNTR,2025-04-29,42.65,42.65
WNTR,2025-04-30,42.77,42.77
WNTR,2025-05-01,42.59,42.59
WNTR,2025-05-02,41.02,41.02
WNTR,2025-05-05,41.55,41.55
WNTR,2025-05-06,41.63,41.63
WNTR,2025-05-07,41.34,41.34
WNTR,2025-05-08,36.66,39.379
WNTR,2025-05-09,36.79,39.509
WNTR,2025-05-12,37.29,40.009
WNTR,2025-05-13,36.53,39.249
WNTR,2025-05-14,36.82,39.539
WNTR,2025-05-15,38.1,40.819
WNTR,2025-05-16,38.04,40.759
WNTR,2025-05-19,37.35,40.069
WNTR,2025-05-20,37.07,39.789
